code,name,trading_value,close_price
00400A,主動國泰動能高息,503894244,14.81
00401A,主動摩根台灣鑫收,65053818,13.63
00402A,主動安聯美國科技,30050056,9.63
00403A,主動統一升級50,2669607772,10.25
00404A,主動聯博動能50,36043306,9.61
00405A,主動富邦台灣龍耀,556709366,8.68
00406A,主動中信台灣收益,1804520986,9.7
00407A,主動凱基台灣,553660918,9.77
00408A,主動第一金優股息,10111323,10.49
00410A,主動永豐科技趨勢,197753569,12.1
0050,元大台灣50,8101493444,106.05
0051,元大中型100,5165415,145.8
0052,富邦科技,847106832,61.9
0053,元大電子,11984251,241.55
0055,元大MSCI金融,6993397,44.53
0056,元大高股息,2013022295,53.6
0057,富邦摩台,3119351,318.95
0061,元大寶滬深,2100773,24.48
006203,元大MSCI台灣,2463301,193.5
006204,永豐臺灣加權,5729774,229.8
006205,富邦上証,4112621,40.74
006206,元大上證50,2580035,37.8
006207,復華滬深,3525591,32.45
006208,富邦台50,456880187,243.15
00625K,富邦上証+R,0,
00631L,元大台灣50正2,7099967497,35.95
00632R,元大台灣50反1,1901236475,9.95
00633L,富邦上証正2,28126335,48.7
00634R,富邦上証反1,559210,3.12
00635U,期元大S&P黃金,179392398,47.8
00636,國泰中國A50,5825923,27.82
00636K,國泰中國A50+U,1756,8.78
00637L,元大滬深300正2,311838986,20.07
00638R,元大滬深300反1,920095,6.63
00639,富邦深100,2728876,16.61
00640L,富邦日本正2,2609702,108.9
00641R,富邦日本反1,4085253,3.65
00642U,期元大S&P石油,38921481,27.16
00643,群益深証中小,50563862,18.62
00643K,群益深証中小+R,19550,3.91
00645,富邦日本,8267925,58.15
00646,元大S&P500,211017304,76.95
00647L,元大S&P500正2,1310387,139.1
00648R,元大S&P500反1,4492421,3.91
00650L,復華香港正2,19864022,17.27
00651R,復華香港反1,941841,5.14
00652,富邦印度,8005126,33.07
00653L,富邦印度正2,4501782,46.75
00654R,富邦印度反1,40140,6.69
00655L,國泰中國A50正2,11471574,33.85
00656R,國泰中國A50反1,3179191,5.85
00657,國泰日經225,1498731,77.55
00657K,國泰日經225+U,4932,24.66
00660,元大歐洲50,368900,46.61
00661,元大日經225,3583866,85.45
00662,富邦NASDAQ,213134070,119.85
00663L,國泰臺灣加權正2,757621220,103.75
00664R,國泰臺灣加權反1,34806996,1.62
00665L,富邦恒生國企正2,71561041,9.49
00666R,富邦恒生國企反1,12808983,9.0
00668,國泰美國道瓊,6589236,62.25
00668K,國泰美國道瓊+U,3914,19.57
00669R,國泰美國道瓊反1,1170393,5.17
00670L,富邦NASDAQ正2,99145600,199.1
00671R,富邦NASDAQ反1,6594803,2.44
00673R,期元大S&P原油反1,116266724,12.65
00674R,期元大S&P黃金反1,6597882,26.51
00675L,富邦臺灣加權正2,318974414,313.8
00676R,富邦臺灣加權反1,54149181,5.5
00678,群益那斯達克生技,19027184,44.71
00680L,元大美債20正2,41947875,6.56
00681R,元大美債20反1,21520,21.52
00682U,期元大美元指數,20390,20.39
00683L,期元大美元指正2,148690,21.25
00684R,期元大美元指反1,0,
00685L,群益臺灣加權正2,3021822520,11.84
00686R,群益臺灣加權反1,8420826,0.99
00688L,國泰20年美債正2,13335569,6.55
00689R,國泰20年美債反1,2272002,22.54
00690,兆豐藍籌30,17333439,76.55
00692,富邦公司治理,32853026,91.15
00693U,期街口S&P黃豆,61994978,23.0
00700,富邦恒生國企,1510311,17.39
00701,國泰股利精選30,10331911,37.7
00702,國泰標普低波高息,2686337,25.34
00703,台新MSCI中國,972030,19.54
00706L,期元大S&P日圓正2,6229944,18.9
00707R,期元大S&P日圓反1,0,
00708L,期元大S&P黃金正2,441778416,89.75
00709,富邦歐洲,3447422,41.36
00710B,復華彭博非投等債,4275817,19.08
00711B,復華彭博新興債,1614372,15.69
00712,復華富時不動產,561683710,8.75
00713,元大台灣高息低波,272365904,61.6
00714,群益道瓊美國地產,10426772,22.13
00715L,期街口布蘭特正2,239545620,46.83
00717,富邦美國特別股,3165180,14.83
00728,第一金工業30,80825976,68.25
00730,富邦臺灣優質高息,1228350,29.11
00731,復華富時高息低波,63913802,93.5
00733,富邦臺灣中小,23222594,68.25
00735,國泰臺韓科技,183666535,103.3
00736,國泰新興市場,3265829,31.79
00737,國泰AI機器人,1842505,40.87
00738U,期元大道瓊白銀,116466419,54.9
00739,元大MSCI A股,524918,27.94
00752,中信中國50,12511227,23.25
00753L,中信中國50正2,58305596,9.57
00757,統一FANG+,63907073,137.95
00762,元大全球AI,25719448,112.65
00763U,期街口道瓊銅,16591358,35.08
00770,國泰北美科技,17027233,67.55
00771,元大US高息特別股,34453,15.43
00775B,台新投等債15+,2488000,31.1
00783,富邦中証500,925480,28.35
00830,國泰費城半導體,652891889,83.65
00850,元大臺灣ESG永續,79998211,90.55
00851,台新全球AI,3172368,70.05
00852L,國泰美國道瓊正2,846626,35.84
00861,元大全球未來通訊,8763825,86.0
00865B,國泰US短期公債,201814126,48.68
00875,國泰網路資安,5465162,53.45
00876,元大全球5G,30764461,87.4
00878,國泰永續高股息,891369723,32.71
00881,國泰台灣科技龍頭,902612789,49.61
00882,中信中國高股息,67210347,15.0
00885,富邦越南,64444768,18.58
00891,中信關鍵半導體,291658831,34.27
