code,name,trading_value
00400A,主動國泰動能高息,704354797
00401A,主動摩根台灣鑫收,86338911
00402A,主動安聯美國科技,61765472
00403A,主動統一升級50,1863541816
00404A,主動聯博動能50,43496553
00405A,主動富邦台灣龍耀,735651841
00406A,主動中信台灣收益,2237668831
00407A,主動凱基台灣,569986024
00408A,主動第一金優股息,15268697
00410A,主動永豐科技趨勢,86354383
0050,元大台灣50,7016506044
0051,元大中型100,6777581
0052,富邦科技,936958908
0053,元大電子,7765820
0055,元大MSCI金融,7379026
0056,元大高股息,1627696974
0057,富邦摩台,4960129
0061,元大寶滬深,1292356
006203,元大MSCI台灣,7166839
006204,永豐臺灣加權,1888470
006205,富邦上証,6963737
006206,元大上證50,1373519
006207,復華滬深,3938748
006208,富邦台50,585203233
00625K,富邦上証+R,0
00631L,元大台灣50正2,5910439963
00632R,元大台灣50反1,1259893562
00633L,富邦上証正2,72822903
00634R,富邦上証反1,1368314
00635U,期元大S&P黃金,117706600
00636,國泰中國A50,4005917
00636K,國泰中國A50+U,1784
00637L,元大滬深300正2,172685710
00638R,元大滬深300反1,858511
00639,富邦深100,14780026
00640L,富邦日本正2,3308153
00641R,富邦日本反1,4865799
00642U,期元大S&P石油,76751894
00643,群益深証中小,54166700
00643K,群益深証中小+R,0
00645,富邦日本,3581508
00646,元大S&P500,304683218
00647L,元大S&P500正2,9637070
00648R,元大S&P500反1,7021991
00650L,復華香港正2,18920624
00651R,復華香港反1,758256
00652,富邦印度,3025459
00653L,富邦印度正2,1297394
00654R,富邦印度反1,80600
00655L,國泰中國A50正2,39638391
00656R,國泰中國A50反1,1513610
00657,國泰日經225,1131700
00657K,國泰日經225+U,5028
00660,元大歐洲50,1079655
00661,元大日經225,4396506
00662,富邦NASDAQ,724966301
00663L,國泰臺灣加權正2,613049626
00664R,國泰臺灣加權反1,65811750
00665L,富邦恒生國企正2,92473611
00666R,富邦恒生國企反1,236670
00668,國泰美國道瓊,23870975
00668K,國泰美國道瓊+U,3910
00669R,國泰美國道瓊反1,6687596
00670L,富邦NASDAQ正2,164052418
00671R,富邦NASDAQ反1,8849591
00673R,期元大S&P原油反1,277314605
00674R,期元大S&P黃金反1,5458868
00675L,富邦臺灣加權正2,490038221
00676R,富邦臺灣加權反1,43570197
00678,群益那斯達克生技,17693905
00680L,元大美債20正2,97452862
00681R,元大美債20反1,265554
00682U,期元大美元指數,143491
00683L,期元大美元指正2,450
00684R,期元大美元指反1,15
00685L,群益臺灣加權正2,2500577325
00686R,群益臺灣加權反1,24191333
00688L,國泰20年美債正2,47608126
00689R,國泰20年美債反1,115902
00690,兆豐藍籌30,34678469
00692,富邦公司治理,23213288
00693U,期街口S&P黃豆,16243515
00700,富邦恒生國企,1427169
00701,國泰股利精選30,23913335
00702,國泰標普低波高息,581274
00703,台新MSCI中國,241618
00706L,期元大S&P日圓正2,8247953
00707R,期元大S&P日圓反1,0
