code,name,trading_value
00400A,主動國泰動能高息,358263929
00401A,主動摩根台灣鑫收,61384575
00402A,主動安聯美國科技,33610581
00403A,主動統一升級50,1048669388
00404A,主動聯博動能50,27446796
00405A,主動富邦台灣龍耀,418680041
00406A,主動中信台灣收益,1916098868
00407A,主動凱基台灣,142288378
00408A,主動第一金優股息,9431953
00410A,主動永豐科技趨勢,30981486
0050,元大台灣50,4660940086
0051,元大中型100,5013073
0052,富邦科技,483435273
0053,元大電子,22913195
0055,元大MSCI金融,6426914
0056,元大高股息,813518145
0057,富邦摩台,7233971
0061,元大寶滬深,5107182
006203,元大MSCI台灣,1676522
006204,永豐臺灣加權,997370
006205,富邦上証,11896057
006206,元大上證50,407542
006207,復華滬深,7627515
006208,富邦台50,297980743
00625K,富邦上証+R,0
00631L,元大台灣50正2,3316064035
00632R,元大台灣50反1,1032629789
00633L,富邦上証正2,121886502
00634R,富邦上証反1,5429291
00635U,期元大S&P黃金,461844983
00636,國泰中國A50,7935840
00636K,國泰中國A50+U,1748
00637L,元大滬深300正2,422693929
00638R,元大滬深300反1,890913
00639,富邦深100,17361362
00640L,富邦日本正2,24164796
00641R,富邦日本反1,2837221
00642U,期元大S&P石油,54472932
00643,群益深証中小,48064358
00643K,群益深証中小+R,0
00645,富邦日本,2882009
00646,元大S&P500,136817979
00647L,元大S&P500正2,4843766
00648R,元大S&P500反1,3593468
00650L,復華香港正2,30186938
00651R,復華香港反1,1761728
00652,富邦印度,4835962
00653L,富邦印度正2,2760125
00654R,富邦印度反1,46770
00655L,國泰中國A50正2,53395697
00656R,國泰中國A50反1,6808870
00657,國泰日經225,398737
00657K,國泰日經225+U,4868
00660,元大歐洲50,425792
00661,元大日經225,2346392
00662,富邦NASDAQ,282434776
00663L,國泰臺灣加權正2,309912435
00664R,國泰臺灣加權反1,34486612
00665L,富邦恒生國企正2,110736795
00666R,富邦恒生國企反1,570639
00668,國泰美國道瓊,6892153
00668K,國泰美國道瓊+U,3898
00669R,國泰美國道瓊反1,1855171
00670L,富邦NASDAQ正2,63399005
00671R,富邦NASDAQ反1,3710362
00673R,期元大S&P原油反1,169152404
00674R,期元大S&P黃金反1,11172791
00675L,富邦臺灣加權正2,149135181
00676R,富邦臺灣加權反1,20200983
00678,群益那斯達克生技,40584699
00680L,元大美債20正2,30488021
00681R,元大美債20反1,21800
00682U,期元大美元指數,24212
00683L,期元大美元指正2,148030
00684R,期元大美元指反1,76100
00685L,群益臺灣加權正2,1344901786
00686R,群益臺灣加權反1,5174487
00688L,國泰20年美債正2,10208319
00689R,國泰20年美債反1,501412
00690,兆豐藍籌30,8792323
00692,富邦公司治理,30381591
00693U,期街口S&P黃豆,27537286
00700,富邦恒生國企,2912179
00701,國泰股利精選30,12946036
00702,國泰標普低波高息,2744076
00703,台新MSCI中國,654751
00706L,期元大S&P日圓正2,9773085
00707R,期元大S&P日圓反1,0
00708L,期元大S&P黃金正2,868840748
00709,富邦歐洲,5237770
00710B,復華彭博非投等債,3119139
00711B,復華彭博新興債,1633667
00712,復華富時不動產,128002250
00713,元大台灣高息低波,387308676
00714,群益道瓊美國地產,2497954
00715L,期街口布蘭特正2,408777657
00717,富邦美國特別股,1194068
00728,第一金工業30,7058770
00730,富邦臺灣優質高息,1643520
00731,復華富時高息低波,50085554
00733,富邦臺灣中小,8652245
00735,國泰臺韓科技,147518966
00736,國泰新興市場,3237550
00737,國泰AI機器人,3265329
00738U,期元大道瓊白銀,300532925
00739,元大MSCI A股,1165437
00752,中信中國50,24629866
00753L,中信中國50正2,115325910
00757,統一FANG+,181151899
00762,元大全球AI,18737543
00763U,期街口道瓊銅,8918907
00770,國泰北美科技,9846348
00771,元大US高息特別股,583726
00775B,台新投等債15+,3264624
00783,富邦中証500,2051321
00830,國泰費城半導體,567283614
00850,元大臺灣ESG永續,35780081
00851,台新全球AI,3024021
00852L,國泰美國道瓊正2,4440340
00861,元大全球未來通訊,4558438
00865B,國泰US短期公債,211122383
00875,國泰網路資安,11535485
00876,元大全球5G,31226668
00878,國泰永續高股息,653669978
00881,國泰台灣科技龍頭,1449399997
00882,中信中國高股息,35783857
00885,富邦越南,81015814
00891,中信關鍵半導體,239674322
00892,富邦台灣半導體,104625402
00893,國泰智能電動車,40696693
00894,中信小資高價30,41560091
00895,富邦未來車,29138816
00896,中信綠能及電動車,46192259
00897,富邦基因免疫生技,21192046
00898,國泰基因免疫革命,15134097
00899,FT潔淨能源,954269
00900,富邦特選高股息30,79825667
00901,永豐智能車供應鏈,2125589
00902,中信電池及儲能,9023647
00903,富邦元宇宙,462344
00904,台新臺灣半導體30,16461826
00905,FT臺灣Smart,22470454
00907,永豐優息存股,46193619
00908,富邦入息REITs+,1799670
00909,國泰數位支付服務,96063497
00910,第一金太空衛星,21526921
00911,兆豐洲際半導體,109729006
00912,中信臺灣智慧50,4962349
00913,兆豐台灣晶圓製造,34227517
00915,凱基優選高股息30,37307244
00916,國泰全球品牌50,2207657
00917,中信特選金融,9571673
00918,大華優利高填息30,262522391
00919,群益台灣精選高息,1403959082
00920,富邦ESG綠色電力,1659323
00921,兆豐龍頭等權重,1009243
00922,國泰台灣領袖50,103530025
00923,群益台ESG低碳50,138563037
00924,復華S&P500成長,29117176
00926,凱基全球菁英55,12726568
00927,群益半導體收益,241199744
00929,復華台灣科技優息,387884395
00930,永豐ESG低碳高息,1472387
00932,兆豐永續高息等權,2256862
00934,中信成長高股息,44332991
00935,野村臺灣新科技50,301534732
00936,台新永續高息中小,8675830
00938,凱基優選30,27821905
00939,統一台灣高息動能,59269937
00940,元大台灣價值高息,138802933
00941,中信上游半導體,27989821
00943,兆豐電子高息等權,659169
00944,野村趨勢動能高息,5117031
00945B,凱基美國非投等債,38345755
00946,群益科技高息成長,26260680
00947,台新臺灣IC設計,106847319
00949,復華日本龍頭,9179174
00951,台新日本半導體,35935586
00952,凱基台灣AI50,11600414
00953B,群益優選非投等債,333121432
00954,中信日本半導體,26873455
00956,中信日經高股息,3652748
00960,野村全球航運龍頭,54330900
00961,FT臺灣永續高息,136388206
00962,台新AI優息動能,11606486
00963,中信全球高股息,7419178
00964,中信亞太高股息,15892795
00965,元大航太防衛科技,7894738
00971,野村美國研發龍頭,1121004
00972,野村日本動能高息,445686
009800,中信NASDAQ,11546338
009801,中信美國創新科技,6074092
009802,富邦旗艦50,24457689
009803,玉山市值動能50,16637924
009804,聯邦台精彩50,7608863
009805,台新美國電力基建,98378292
009808,華南永昌優選50,1110442
009809,富邦淨零ESG50,4119564
00980A,主動野村臺灣優選,199106565
009810,玉山全球藍籌100,3871161
009811,統一美國50,10398108
009812,野村日本東證,7188324
009813,貝萊德標普卓越50,11736050
009816,凱基台灣TOP50,1024338474
009817,國泰日本不動產,4331246
