code,name,trading_value,close_price
00400A,主動國泰動能高息,1954088386,12.75
00401A,主動摩根台灣鑫收,219129472,11.81
0050,元大台灣50,17927615310,93.0
0051,元大中型100,28885032,123.8
0052,富邦科技,5556101046,54.85
0053,元大電子,8745692,213.05
0055,元大MSCI金融,8980422,33.05
0056,元大高股息,6050532330,40.9
0057,富邦摩台,21125469,275.6
0061,元大寶滬深,7318051,24.22
006203,元大MSCI台灣,1598875,170.65
006204,永豐臺灣加權,794038,197.75
006205,富邦上証,13293610,40.16
006206,元大上證50,3078067,36.69
006207,復華滬深,4012274,32.52
006208,富邦台50,2275927134,215.45
00625K,富邦上証+R,43300,8.64
00631L,元大台灣50正2,11734787647,29.62
00632R,元大台灣50反1,2720718634,11.71
00633L,富邦上証正2,58237084,51.25
00634R,富邦上証反1,537940,3.11
00635U,期元大S&P黃金,261841073,49.49
00636,國泰中國A50,24638110,28.03
00636K,國泰中國A50+U,1798,8.99
00637L,元大滬深300正2,446594799,21.08
00638R,元大滬深300反1,4598943,6.66
00639,富邦深100,7475765,17.02
00640L,富邦日本正2,76444716,92.05
00641R,富邦日本反1,3615661,4.05
00642U,期元大S&P石油,221146179,28.9
00643,群益深証中小,44944937,19.54
00643K,群益深証中小+R,0,
00645,富邦日本,14764198,52.7
00646,元大S&P500,374595005,70.5
00647L,元大S&P500正2,16214866,123.25
00648R,元大S&P500反1,5470007,4.15
00650L,復華香港正2,71764632,17.44
00651R,復華香港反1,162884,5.19
00652,富邦印度,21378637,33.06
00653L,富邦印度正2,10448278,46.99
00654R,富邦印度反1,124265,6.74
00655L,國泰中國A50正2,19283265,35.69
00656R,國泰中國A50反1,1655235,5.86
00657,國泰日經225,3311814,71.0
00657K,國泰日經225+U,4554,22.77
00660,元大歐洲50,2784021,42.69
00661,元大日經225,23615831,78.3
00662,富邦NASDAQ,675238009,110.45
00663L,國泰臺灣加權正2,1331947964,84.85
00664R,國泰臺灣加權反1,100077267,1.89
00665L,富邦恒生國企正2,129214010,10.02
00666R,富邦恒生國企反1,38693,8.9
00668,國泰美國道瓊,13712127,56.25
00668K,國泰美國道瓊+U,3596,17.98
00669R,國泰美國道瓊反1,2975297,5.59
00670L,富邦NASDAQ正2,380440574,180.45
00671R,富邦NASDAQ反1,19700077,2.64
00673R,期元大S&P原油反1,205082162,12.9
00674R,期元大S&P黃金反1,3028971,26.13
00675L,富邦臺灣加權正2,1120191477,257.15
00676R,富邦臺灣加權反1,106764413,6.48
00678,群益那斯達克生技,9552439,35.57
00680L,元大美債20正2,207036384,7.02
00681R,元大美債20反1,0,
00682U,期元大美元指數,89408,20.05
00683L,期元大美元指正2,15484054,20.92
00684R,期元大美元指反1,0,
00685L,群益臺灣加權正2,732512820,231.9
00686R,群益臺灣加權反1,9793951,1.16
00688L,國泰20年美債正2,44256291,7.01
00689R,國泰20年美債反1,2697480,21.8
00690,兆豐藍籌30,58425618,67.05
00692,富邦公司治理,333495449,81.1
00693U,期街口S&P黃豆,20349673,21.92
00700,富邦恒生國企,9126054,17.5
00701,國泰股利精選30,40745781,29.9
00702,國泰標普低波高息,2889333,23.58
00703,台新MSCI中國,954627,20.32
00706L,期元大S&P日圓正2,38532951,19.32
00707R,期元大S&P日圓反1,0,
00708L,期元大S&P黃金正2,239556102,98.8
00709,富邦歐洲,7478522,37.78
00710B,復華彭博非投等債,7387456,18.83
00711B,復華彭博新興債,3359015,16.04
00712,復華富時不動產,354628252,9.06
00713,元大台灣高息低波,913636733,53.1
00714,群益道瓊美國地產,2908336,21.31
00715L,期街口布蘭特正2,975753476,58.8
00717,富邦美國特別股,2785795,15.01
00728,第一金工業30,11512534,53.4
00730,富邦臺灣優質高息,10284547,25.01
00731,復華富時高息低波,67625372,72.4
00733,富邦臺灣中小,162869710,60.6
00735,國泰臺韓科技,198224878,85.2
00736,國泰新興市場,3621985,29.9
00737,國泰AI機器人,14241887,35.14
00738U,期元大道瓊白銀,326091580,61.6
00739,元大MSCI A股,2063895,27.93
00752,中信中國50,34326703,23.98
00753L,中信中國50正2,105856994,10.57
00757,統一FANG+,561099453,120.2
00762,元大全球AI,33007947,99.15
00763U,期街口道瓊銅,35035769,32.73
00770,國泰北美科技,78644482,59.0
00771,元大US高息特別股,248533,16.0
00775B,台新投等債15+,2616440,32.44
00783,富邦中証500,1129876,28.91
00830,國泰費城半導體,890263820,73.7
00850,元大臺灣ESG永續,152135552,76.65
00851,台新全球AI,3703987,61.95
00852L,國泰美國道瓊正2,6413033,30.89
00861,元大全球未來通訊,13476836,76.65
00865B,國泰US短期公債,221247483,47.64
00875,國泰網路資安,1070477,39.58
00876,元大全球5G,20131473,76.75
00878,國泰永續高股息,2997163247,25.0
00881,國泰台灣科技龍頭,1442104864,46.99
00882,中信中國高股息,157802299,15.63
00885,富邦越南,70262964,18.62
00891,中信關鍵半導體,1072252431,31.24
00892,富邦台灣半導體,161896222,38.1
00893,國泰智能電動車,47973654,40.55
00894,中信小資高價30,187229607,44.08
00895,富邦未來車,78717213,46.53
00896,中信綠能及電動車,60485754,24.56
00897,富邦基因免疫生技,4121490,9.88
00898,國泰基因免疫革命,1116215,8.12
00899,FT潔淨能源,6921968,25.06
00900,富邦特選高股息30,270628081,15.25
00901,永豐智能車供應鏈,8605673,37.69
00902,中信電池及儲能,50351017,16.38
00903,富邦元宇宙,42420556,18.58
00904,台新臺灣半導體30,480642289,35.31
00905,FT臺灣Smart,63697884,23.12
00907,永豐優息存股,23325795,14.37
00908,富邦入息REITs+,6199991,14.01
00909,國泰數位支付服務,195356502,43.43
00910,第一金太空衛星,378681017,65.3
00911,兆豐洲際半導體,30712872,49.72
00912,中信臺灣智慧50,33953468,29.2
00913,兆豐台灣晶圓製造,67001061,38.48
00915,凱基優選高股息30,214595099,24.43
00916,國泰全球品牌50,11182120,26.83
00917,中信特選金融,10400998,21.56
00918,大華優利高填息30,929589699,23.23
00919,群益台灣精選高息,3790555615,23.33
00920,富邦ESG綠色電力,10902476,25.64
00921,兆豐龍頭等權重,15629785,20.22
00922,國泰台灣領袖50,811716489,34.54
00923,群益台ESG低碳50,286047446,35.89
00924,復華S&P500成長,137210299,30.39
00926,凱基全球菁英55,22405155,24.12
00927,群益半導體收益,799333467,29.42
00929,復華台灣科技優息,1699715812,22.17
00930,永豐ESG低碳高息,52121464,19.2
00932,兆豐永續高息等權,22173796,15.61
00934,中信成長高股息,176538041,23.48
00935,野村臺灣新科技50,892168914,49.45
00936,台新永續高息中小,119272012,18.67
00938,凱基優選30,65230541,20.56
00939,統一台灣高息動能,228712601,16.56
00940,元大台灣價值高息,1045824079,10.24
00941,中信上游半導體,113381230,24.71
00943,兆豐電子高息等權,10842364,16.93
00944,野村趨勢動能高息,42312243,17.03
00945B,凱基美國非投等債,88959707,14.38
00946,群益科技高息成長,78345998,11.46
00947,台新臺灣IC設計,202608407,30.13
00949,復華日本龍頭,33174333,19.16
00951,台新日本半導體,73103646,16.03
00952,凱基台灣AI50,48299947,15.87
00953B,群益優選非投等債,428244629,9.63
00954,中信日本半導體,67665250,17.11
00956,中信日經高股息,10170433,11.77
00960,野村全球航運龍頭,9273277,16.81
00961,FT臺灣永續高息,20237000,10.19
00962,台新AI優息動能,14835293,12.26
00963,中信全球高股息,20431084,12.6
00964,中信亞太高股息,31284654,13.78
00965,元大航太防衛科技,277210722,26.05
00971,野村美國研發龍頭,25176493,16.2
00972,野村日本動能高息,4543329,18.3
009800,中信NASDAQ,35097185,11.91
009801,中信美國創新科技,31480628,11.52
009802,富邦旗艦50,129455777,15.42
009803,玉山市值動能50,67012254,19.24
009804,聯邦台精彩50,58008751,19.48
009805,台新美國電力基建,247606722,16.68
009808,華南永昌優選50,53772185,26.75
009809,富邦淨零ESG50,51185070,14.46
00980A,主動野村臺灣優選,405888743,21.7
009810,玉山全球藍籌100,10298175,19.53
009811,統一美國50,52535621,12.1
009812,野村日本東證,22364133,11.56
009813,貝萊德標普卓越50,93972805,10.73
009816,凱基台灣TOP50,4557277432,13.17
009817,國泰日本不動產,22699670,9.28
009818,華南永昌NASDAQxT,15473047,17.36
009819,中信數據及電力,2214790156,10.05
00981A,主動統一台股增長,31584042444,27.9
00981T,平衡凱基雙核收息,64990824,11.71
009820,元大納斯達克精選,370984032,9.96
00982A,主動群益台灣強棒,1457174990,20.65
00982D,主動富邦動態入息,18664958,9.98
00982T,平衡兆豐台美動能,1401724,13.29
00983A,主動中信ARK創新,53931648,11.47
00983D,主動富邦複合收益,18594930,10.11
00984A,主動安聯台灣高息,258198086,13.93
00984D,主動聯博全球非投,157871569,10.08
00985A,主動野村台灣50,324453194,20.17
00985B,群益ESG投等債0-5,92351542,10.19
00986A,主動台新龍頭成長,19397924,13.8
00987A,主動台新優勢成長,224801904,15.94
00988A,主動統一全球創新,853131126,16.95
00989A,主動摩根美國科技,59036337,15.82
00990A,主動元大AI新經濟,366890785,15.75
00991A,主動復華未來50,3194444714,16.66
00992A,主動群益科技創新,4414437042,16.83
00993A,主動安聯台灣,351232549,12.51
00994A,主動第一金台股優,602652626,16.56
00995A,主動中信台灣卓越,322873946,15.82
00996A,主動兆豐台灣豐收,333349336,12.71
00997A,主動群益美國增長,555514513,11.23
01001T,土銀富邦R1,2193996,11.85
01002T,土銀國泰R1,666344,14.15
01004T,土銀富邦R2,1772052,10.81
01007T,兆豐國泰R2,212145,13.21
01009T,王道圓滿R1,223490,5.73
01010T,京城樂富R1,910880,10.0
020000,富邦特選蘋果N,0,
020011,統一微波高息20N,0,
020012,富邦行動通訊N,20030,20.03
02001L,富邦蘋果正二N,8073700,104.25
02001R,富邦蘋果反一N,195940,0.56
020020,元大台股領航N,444800,22.12
020028,元大特選電動車N,157390,17.49
020029,元大ESG高股息N,214440,11.88
020030,統一智慧電動車N,235830,15.68
020031,統一IC設計臺灣N,256110,8.55
020032,元大綠能N,0,
020034,元大IC設計N,439380,11.45
020036,元大金融配息N,0,
020037,元大金融高股息N,68400,8.55
020038,元大ESG配息N,46020,9.2
020039,元大加權N,127260,12.61
1101,台泥,661059976,24.35
1101B,台泥乙特,1735245,45.6
1102,亞泥,411405907,35.25
1103,嘉泥,10020130,13.35
1104,環泥,35096899,28.4
1108,幸福,4727921,14.5
1109,信大,3817960,15.45
1110,東泥,2096235,14.9
1201,味全,10770067,12.7
1203,味王,1327268,43.1
1210,大成,113071312,53.7
1213,大飲,53973,8.95
1215,卜蜂,255841477,139.0
1216,統一,736110439,70.5
1217,愛之味,11766880,9.98
1218,泰山,15500468,18.8
1219,福壽,11340195,13.55
1220,台榮,1034392,12.4
1225,福懋油,14913457,31.35
1227,佳格,32011237,29.1
1229,聯華,245391909,41.7
1231,聯華食,51594999,85.9
1232,大統益,24867208,149.5
1233,天仁,777531,28.8
1234,黑松,9768744,35.25
1235,興泰,406708,43.75
1236,宏亞,1153889,25.6
1256,鮮活果汁-KY,5905190,157.5
1301,台塑,814780514,50.3
1303,南亞,5713434273,87.8
1304,台聚,144151803,13.75
1305,華夏,86976206,14.2
1307,三芳,25168097,31.25
1308,亞聚,78817721,14.75
1309,台達化,257773367,19.0
1310,台苯,37395366,9.51
1312,國喬,68638929,12.6
1312A,國喬特,0,
1313,聯成,40778819,11.35
1314,中石化,104862225,7.38
1315,達新,1104772,62.3
1316,上曜,31264546,10.9
1319,東陽,209755944,73.6
1321,大洋,14938221,30.65
1323,永裕,8380826,21.0
1324,地球,731829,10.75
1325,恆大,7287229,25.6
1326,台化,1359084472,50.4
1337,再生-KY,3851714,5.17
1338,廣華-KY,611828,16.6
1339,昭輝,3213342,42.0
1340,勝悅-KY,1168857,5.78
1341,富林-KY,252202,60.2
1342,八貫,67741136,92.1
1402,遠東新,227498998,26.0
1409,新纖,101473710,16.5
1410,南染,3207096,29.65
1413,宏洲,8076,
1414,東和,2528977,16.7
1416,廣豐,2088764,11.45
1417,嘉裕,977500,8.85
1418,東華,175325,18.2
1419,新紡,6381733,61.3
1423,利華,2640703,41.75
1432,大魯閣,5658298,16.55
1434,福懋,34377918,15.7
1435,中福,483,
1436,華友聯,20083335,50.1
1437,勤益控,2944899,29.75
1438,三地開發,4066052,24.55
1439,雋揚,690873,26.4
1440,南紡,19506135,12.7
1441,大東,2065094,11.35
1442,名軒,19781494,27.7
1443,立益物流,371910,21.8
1444,力麗,6636961,6.19
1445,大宇,1107346,12.8
1446,宏和,3118048,15.9
1447,力鵬,5024964,5.04
1449,佳和,22721575,13.45
1451,年興,5096179,16.7
1452,宏益,1894562,11.45
1453,大將,2956174,12.1
1454,台富,6530567,13.7
1455,集盛,5341260,8.44
1456,怡華,815056,13.35
1457,宜進,3022304,14.6
1459,聯發,1638687,11.65
1460,宏遠,6972170,6.93
1463,強盛新,13985476,17.95
1464,得力,7615873,10.05
1465,偉全,1460670,12.2
1466,聚隆,4229793,16.5
1467,南緯,2746813,7.36
1468,昶和,482311,12.15
1470,大統新創,47908,22.45
1471,首利,6229557,11.5
1472,三洋實業,586063,93.3
1473,台南,2915408,22.2
1474,弘裕,978038,10.0
1475,業旺,1383112,27.6
1476,儒鴻,438701621,324.0
1477,聚陽,459665221,215.0
1503,士電,248960583,191.0
1504,東元,443267818,61.0
1506,正道,7938847,11.3
1512,瑞利,695140,7.27
1513,中興電,764470586,150.0
1514,亞力,166337274,111.5
1515,力山,12391565,22.25
1516,川飛,994533,20.1
1517,利奇,3456091,10.35
1519,華城,2208041665,888.0
1521,大億,247876,24.75
1522,堤維西,28460829,31.35
1522A,堤維西甲特,157850,50.2
1524,耿鼎,13123332,27.3
1525,江申,1358444,60.7
1526,日馳,6097044,16.45
1527,鑽全,7754857,32.5
1528,恩德,153804577,24.9
1529,樂事綠能,14532306,22.2
1530,亞崴,794356,26.4
1531,高林股,3355014,12.9
1532,勤美,19213838,20.85
1533,車王電,2636094,30.3
1535,中宇,4488073,50.7
1536,和大,70217442,49.35
1537,廣隆,11339697,122.0
1538,正峰,27,
1539,巨庭,1237398,16.1
1540,喬福,8131178,20.3
1541,錩泰,2104176,24.2
1558,伸興,16247232,90.0
1560,中砂,1336799357,525.0
1563,巧新,24545057,40.8
1568,倉佑,11142637,27.85
1582,信錦,356287325,90.5
1583,程泰,321821,47.15
1587,吉茂,15609813,32.25
1590,亞德客-KY,2747238805,1410.0
1597,直得,348034159,110.5
1598,岱宇,6884917,20.0
1603,華電,8355107,31.4
1604,聲寶,7195225,23.0
1605,華新,539721689,30.0
1608,華榮,83630759,32.55
1609,大亞,106242816,32.0
1611,中電,9305499,11.9
1612,宏泰,28388250,34.8
1614,三洋電,2630257,31.85
1615,大山,4454362,46.1
1616,億泰,15129364,22.15
1617,榮星,3102835,15.0
1618,合機,26936600,38.95
1623,大東電,53127213,231.5
1626,艾美特-KY,588858,11.0
1702,南僑,11981708,35.6
1707,葡萄王,74159682,114.0
1708,東鹼,623131060,42.6
1709,和益,14421269,19.1
1710,東聯,34756586,13.15
1711,永光,388842017,51.2
1712,興農,34958551,41.95
1713,國化,9341476,46.45
1714,和桐,32135384,9.67
1717,長興,2452891028,75.3
1718,中纖,20990199,6.59
1720,生達,17560324,61.2
1721,國慶科技,90747388,24.65
1722,台肥,106701876,44.25
1723,中碳,83665968,78.2
1725,元禎,8185851,31.25
1726,永記,4014621,75.8
1727,中華化,3128379327,73.8
1730,花仙子,1914180,52.5
1731,美吾華,2062347,21.7
1732,毛寶,3769775,25.35
1733,五鼎,7096973,28.45
1734,杏輝,11117058,31.9
1735,日勝化,35574459,26.75
1736,喬山,168905929,122.0
1737,臺鹽,5646549,31.5
1752,南光,6527893,34.2
1760,寶齡富錦,13920741,63.5
1762,中化生,2140008,27.55
1773,勝一,533663885,179.0
1776,展宇,1387049,16.05
1783,和康生,13566133,38.3
1786,科妍,14907050,61.4
1789,神隆,14815711,20.35
1795,美時,424302886,220.0
1802,台玻,5747475590,64.2
1805,寶徠,709982,10.55
1806,冠軍,83672476,8.08
1808,潤隆,69172085,29.6
1809,中釉,53016693,25.2
1810,和成,14908155,17.3
1817,凱撒衛,742489,38.6
1903,士紙,6882538,49.25
1904,正隆,28570835,18.0
1905,華紙,177399419,13.25
1906,寶隆,2606987,11.3
1907,永豐餘,47180450,24.0
1909,榮成,33459289,9.03
2002,中鋼,1172065986,18.75
2002A,中鋼特,938173,38.75
2006,東和鋼鐵,178076158,67.6
2007,燁興,4531963,7.41
2008,高興昌,204489,27.55
2009,第一銅,53024192,37.65
2010,春源,29689139,24.35
2012,春雨,1765183,14.75
