code,name,trading_value,open_price,high_price,low_price,close_price
00400A,主動國泰動能高息,420875551,15.58,15.63,15.51,15.57
00401A,主動摩根台灣鑫收,73247221,14.43,14.43,14.28,14.32
00402A,主動安聯美國科技,349483647,10.05,10.1,10.04,10.08
00403A,主動統一升級50,3881894694,10.77,10.87,10.77,10.81
00404A,主動聯博動能50,63492953,9.93,9.93,9.85,9.88
00405A,主動富邦台灣龍耀,1061480179,9.31,9.39,9.28,9.36
00406A,主動中信台灣收益,1864711315,9.92,9.95,9.87,9.92
00407A,主動凱基台灣,667820070,10.11,10.19,10.09,10.12
00408A,主動第一金優股息,22381180,10.54,10.56,10.46,10.51
00409A,主動復華全球50,498180071,10.14,10.2,10.13,10.14
00410A,主動永豐科技趨勢,78746247,12.29,12.39,12.26,12.34
0050,元大台灣50,6542992614,112.8,113.15,112.3,112.45
0051,元大中型100,6699597,147.7,148.0,146.7,147.0
0052,富邦科技,897027706,65.3,65.75,65.25,65.45
0053,元大電子,41872853,252.9,255.1,252.9,253.0
0055,元大MSCI金融,61612136,50.4,50.4,49.71,49.88
0056,元大高股息,1497490680,57.1,57.15,56.55,56.6
0057,富邦摩台,4679967,336.9,336.9,334.4,335.2
0061,元大寶滬深,1079851,24.29,24.29,24.08,24.12
006203,元大MSCI台灣,5372695,202.85,203.95,202.65,203.45
006204,永豐臺灣加權,6067117,240.0,240.0,239.55,239.55
006205,富邦上証,2075902,40.6,40.6,40.17,40.17
006206,元大上證50,243790,37.83,37.83,37.5,37.65
006207,復華滬深,9828385,32.2,32.21,32.04,32.04
006208,富邦台50,339274660,257.15,258.6,256.7,257.0
00625K,富邦上証+R,0,,,,
00631L,元大台灣50正2,5397433072,39.17,39.43,38.87,38.99
00632R,元大台灣50反1,646503544,9.45,9.5,9.43,9.49
00633L,富邦上証正2,50367118,48.6,48.65,47.67,47.67
00634R,富邦上証反1,1305280,3.11,3.15,3.11,3.15
00635U,期元大S&P黃金,52354218,44.86,44.87,44.69,44.77
00636,國泰中國A50,14228175,27.87,27.87,27.38,27.39
00636K,國泰中國A50+U,1726,8.63,8.63,8.63,8.63
00637L,元大滬深300正2,304164454,20.01,20.04,19.62,19.62
00638R,元大滬深300反1,226000,6.64,6.69,6.62,6.69
00639,富邦深100,2395642,16.24,16.24,15.97,15.97
00640L,富邦日本正2,9515067,111.0,111.0,110.2,110.7
00641R,富邦日本反1,858574,3.62,3.63,3.62,3.62
00642U,期元大S&P石油,51416739,30.97,30.99,30.42,30.66
00643,群益深証中小,38541782,18.31,18.31,18.03,18.07
00643K,群益深証中小+R,0,,,,
00645,富邦日本,4689066,58.75,58.75,58.5,58.7
00646,元大S&P500,205415992,77.55,77.65,77.4,77.6
00647L,元大S&P500正2,2118496,140.25,141.0,140.25,141.0
00648R,元大S&P500反1,576992,3.88,3.89,3.87,3.88
00650L,復華香港正2,42579945,16.71,16.72,16.34,16.37
00651R,復華香港反1,89218,5.26,5.27,5.24,5.24
00652,富邦印度,4009448,32.37,32.37,31.94,32.05
00653L,富邦印度正2,4522078,43.12,43.54,43.12,43.54
00654R,富邦印度反1,55650,6.96,6.96,6.95,6.95
00655L,國泰中國A50正2,15723349,33.8,33.82,33.07,33.07
00656R,國泰中國A50反1,1375690,5.87,5.9,5.87,5.9
00657,國泰日經225,1756241,78.9,79.05,78.7,79.05
00657K,國泰日經225+U,4862,24.31,24.31,24.31,24.31
00660,元大歐洲50,364654,46.08,46.32,46.0,46.32
00661,元大日經225,3761816,86.2,86.2,85.95,86.2
00662,富邦NASDAQ,356623661,124.9,125.2,124.85,125.0
00663L,國泰臺灣加權正2,442299130,113.6,114.2,112.5,112.85
00664R,國泰臺灣加權反1,23600432,1.53,1.54,1.52,1.54
00665L,富邦恒生國企正2,48434103,9.19,9.21,9.02,9.03
00666R,富邦恒生國企反1,926328,9.11,9.18,9.11,9.18
00668,國泰美國道瓊,18090958,60.2,60.4,60.2,60.35
00668K,國泰美國道瓊+U,3802,19.01,19.01,19.01,19.01
00669R,國泰美國道瓊反1,1383145,5.32,5.33,5.31,5.32
00670L,富邦NASDAQ正2,178086746,215.0,215.5,214.7,215.2
00671R,富邦NASDAQ反1,5867621,2.34,2.34,2.32,2.34
00673R,期元大S&P原油反1,503604230,10.81,11.0,10.78,10.94
00674R,期元大S&P黃金反1,4965195,28.08,28.17,28.08,28.13
00675L,富邦臺灣加權正2,288239883,344.35,346.0,340.95,341.6
00676R,富邦臺灣加權反1,14633577,5.22,5.25,5.2,5.25
00678,群益那斯達克生技,14370584,43.01,43.54,43.01,43.54
00680L,元大美債20正2,38464178,6.31,6.35,6.3,6.34
00681R,元大美債20反1,112030,21.81,21.81,21.77,21.77
00682U,期元大美元指數,20649,,,,
00683L,期元大美元指正2,1252700,21.89,21.98,21.89,21.98
00684R,期元大美元指反1,763940,14.94,14.98,14.94,14.98
00685L,群益臺灣加權正2,1997947542,12.99,13.06,12.85,12.89
00686R,群益臺灣加權反1,2770529,0.94,0.94,0.93,0.94
00688L,國泰20年美債正2,10280819,6.29,6.34,6.29,6.33
00689R,國泰20年美債反1,2579894,22.84,22.84,22.8,22.8
00690,兆豐藍籌30,13707041,84.2,84.2,83.3,83.35
00692,富邦公司治理,86749602,96.55,96.95,96.2,96.5
00693U,期街口S&P黃豆,15063334,24.15,24.15,24.0,24.01
00700,富邦恒生國企,3695187,17.15,17.16,17.02,17.02
00701,國泰股利精選30,13950059,42.47,42.47,41.93,41.97
00702,國泰標普低波高息,5148538,23.8,23.8,23.52,23.62
00703,台新MSCI中國,723700,19.16,19.16,19.05,19.1
00706L,期元大S&P日圓正2,19270839,19.24,19.24,19.2,19.21
00707R,期元大S&P日圓反1,0,,,,
00708L,期元大S&P黃金正2,139504399,78.8,78.85,78.1,78.35
00709,富邦歐洲,3423421,39.83,39.83,39.68,39.81
00710B,復華彭博非投等債,1802636,18.75,18.8,18.73,18.78
00711B,復華彭博新興債,1806876,15.28,15.3,15.28,15.3
00712,復華富時不動產,281998214,7.94,7.98,7.94,7.98
00713,元大台灣高息低波,335874347,63.85,63.85,63.4,63.65
00714,群益道瓊美國地產,3353731,20.97,21.02,20.97,21.0
00715L,期街口布蘭特正2,339509144,61.65,61.9,60.15,60.7
00717,富邦美國特別股,132447,14.63,14.64,14.62,14.62
00728,第一金工業30,6274262,71.15,71.35,70.45,70.5
00730,富邦臺灣優質高息,7658006,28.85,29.09,28.83,29.05
00731,復華富時高息低波,50968362,99.15,99.15,98.75,98.8
00733,富邦臺灣中小,14454458,70.15,70.15,68.95,69.15
00735,國泰臺韓科技,88902943,109.9,110.35,109.4,109.6
00736,國泰新興市場,3235019,31.97,32.0,31.97,32.0
00737,國泰AI機器人,2140609,41.0,41.47,41.0,41.22
00738U,期元大道瓊白銀,86241764,53.15,53.2,52.55,52.6
00739,元大MSCI A股,1504458,27.82,27.82,27.61,27.69
00752,中信中國50,22227089,23.0,23.01,22.65,22.68
00753L,中信中國50正2,125579492,9.23,9.25,8.99,9.01
00757,統一FANG+,211807462,144.25,145.05,144.25,144.8
00762,元大全球AI,25945564,122.2,122.95,122.2,122.7
00763U,期街口道瓊銅,21818635,35.85,35.88,35.52,35.52
00770,國泰北美科技,45099121,65.6,65.7,65.45,65.6
00771,元大US高息特別股,254739,15.09,15.11,15.07,15.07
00775B,台新投等債15+,2542603,30.83,30.85,30.83,30.85
00783,富邦中証500,1687270,28.21,28.21,28.0,28.09
00830,國泰費城半導體,873112559,88.5,88.65,88.25,88.6
00850,元大臺灣ESG永續,27914277,96.2,97.0,96.2,96.4
00851,台新全球AI,5811528,73.1,73.3,73.0,73.3
