code,name,trading_value
00400A,主動國泰動能高息,376454269
00401A,主動摩根台灣鑫收,63403447
00402A,主動安聯美國科技,28466005
00403A,主動統一升級50,1245937826
00404A,主動聯博動能50,53453715
00405A,主動富邦台灣龍耀,634416638
00406A,主動中信台灣收益,1373091278
00407A,主動凱基台灣,282421826
00408A,主動第一金優股息,25918989
00410A,主動永豐科技趨勢,30039721
0050,元大台灣50,4488617614
0051,元大中型100,3272432
0052,富邦科技,456965177
0053,元大電子,35469941
0055,元大MSCI金融,10974305
0056,元大高股息,967712628
0057,富邦摩台,19172958
0061,元大寶滬深,1484534
006203,元大MSCI台灣,786871
006204,永豐臺灣加權,460096
006205,富邦上証,5379820
006206,元大上證50,583194
006207,復華滬深,4611620
006208,富邦台50,330938500
00625K,富邦上証+R,0
00631L,元大台灣50正2,4302454008
00632R,元大台灣50反1,1462315588
00633L,富邦上証正2,47281365
00634R,富邦上証反1,3165607
00635U,期元大S&P黃金,299548233
00636,國泰中國A50,11964624
00636K,國泰中國A50+U,1750
00637L,元大滬深300正2,226546791
00638R,元大滬深300反1,3604285
00639,富邦深100,4570026
00640L,富邦日本正2,19578769
00641R,富邦日本反1,5157909
00642U,期元大S&P石油,46357853
00643,群益深証中小,44148100
00643K,群益深証中小+R,0
00645,富邦日本,2337211
00646,元大S&P500,127535940
00647L,元大S&P500正2,2543528
00648R,元大S&P500反1,1429395
00650L,復華香港正2,42124073
00651R,復華香港反1,993453
00652,富邦印度,7920861
00653L,富邦印度正2,3555305
00654R,富邦印度反1,108024
00655L,國泰中國A50正2,42963346
00656R,國泰中國A50反1,3570730
00657,國泰日經225,1429246
00657K,國泰日經225+U,4888
00660,元大歐洲50,8625318
00661,元大日經225,5600899
00662,富邦NASDAQ,327798569
00663L,國泰臺灣加權正2,362164113
00664R,國泰臺灣加權反1,23983379
00665L,富邦恒生國企正2,139975588
00666R,富邦恒生國企反1,532546
00668,國泰美國道瓊,6747005
00668K,國泰美國道瓊+U,3912
00669R,國泰美國道瓊反1,997554
00670L,富邦NASDAQ正2,37942758
00671R,富邦NASDAQ反1,5209280
00673R,期元大S&P原油反1,118769850
00674R,期元大S&P黃金反1,16328147
00675L,富邦臺灣加權正2,347217605
00676R,富邦臺灣加權反1,29338257
00678,群益那斯達克生技,17514665
00680L,元大美債20正2,230732241
00681R,元大美債20反1,2159057
00682U,期元大美元指數,23400
00683L,期元大美元指正2,1109213
00684R,期元大美元指反1,827877
00685L,群益臺灣加權正2,2166758155
00686R,群益臺灣加權反1,11073638
00688L,國泰20年美債正2,63457843
00689R,國泰20年美債反1,512088
00690,兆豐藍籌30,17500342
00692,富邦公司治理,16128894
00693U,期街口S&P黃豆,29693249
00700,富邦恒生國企,4353001
00701,國泰股利精選30,18668287
00702,國泰標普低波高息,2775157
00703,台新MSCI中國,893473
00706L,期元大S&P日圓正2,15640872
00707R,期元大S&P日圓反1,0
00708L,期元大S&P黃金正2,715440749
00709,富邦歐洲,2617093
00710B,復華彭博非投等債,3110990
00711B,復華彭博新興債,1653005
00712,復華富時不動產,150279306
00713,元大台灣高息低波,403898497
00714,群益道瓊美國地產,2368492
00715L,期街口布蘭特正2,222483911
00717,富邦美國特別股,758401
00728,第一金工業30,8227601
00730,富邦臺灣優質高息,3235128
00731,復華富時高息低波,47587849
00733,富邦臺灣中小,10354413
00735,國泰臺韓科技,250883918
00736,國泰新興市場,3475608
00737,國泰AI機器人,3045217
00738U,期元大道瓊白銀,395113992
00739,元大MSCI A股,772790
