code,name,trading_value,close_price
00400A,主動國泰動能高息,870883340,14.92
00401A,主動摩根台灣鑫收,172502824,13.76
00403A,主動統一升級50,8063340717,10.78
0050,元大台灣50,9787482181,102.55
0051,元大中型100,22153101,141.1
0052,富邦科技,1859516061,60.45
0053,元大電子,7790807,238.8
0055,元大MSCI金融,16242828,34.89
0056,元大高股息,3060150666,49.64
0057,富邦摩台,3174296,304.2
0061,元大寶滬深,9938504,25.05
006203,元大MSCI台灣,2442332,186.45
006204,永豐臺灣加權,5713715,221.35
006205,富邦上証,47437177,41.11
006206,元大上證50,5297295,36.62
006207,復華滬深,13249723,33.61
006208,富邦台50,1157236756,237.6
00625K,富邦上証+R,0,
00631L,元大台灣50正2,7835716126,35.73
00632R,元大台灣50反1,2039374061,10.5
00633L,富邦上証正2,219589271,52.55
00634R,富邦上証反1,2034830,3.05
00635U,期元大S&P黃金,206985513,47.07
00636,國泰中國A50,20198579,28.65
00636K,國泰中國A50+U,1838,9.19
00637L,元大滬深300正2,511779239,21.65
00638R,元大滬深300反1,1540065,6.51
00639,富邦深100,26312113,18.32
00640L,富邦日本正2,27065847,100.6
00641R,富邦日本反1,4373820,3.86
00642U,期元大S&P石油,121538949,28.97
00643,群益深証中小,69186480,20.45
00643K,群益深証中小+R,0,
00645,富邦日本,18107280,55.15
00646,元大S&P500,233450951,74.35
00647L,元大S&P500正2,10963537,135.0
00648R,元大S&P500反1,2844510,3.97
00650L,復華香港正2,114310577,16.74
00651R,復華香港反1,751083,5.28
00652,富邦印度,16793526,32.33
00653L,富邦印度正2,33239970,46.08
00654R,富邦印度反1,291514,6.75
00655L,國泰中國A50正2,62659546,36.66
00656R,國泰中國A50反1,3615124,5.76
00657,國泰日經225,43635551,76.45
00657K,國泰日經225+U,4888,24.44
00660,元大歐洲50,745687,44.26
00661,元大日經225,11537828,84.1
00662,富邦NASDAQ,519215123,121.15
00663L,國泰臺灣加權正2,1579044321,104.65
00664R,國泰臺灣加權反1,76100145,1.7
00665L,富邦恒生國企正2,233142841,9.43
00666R,富邦恒生國企反1,1032618,9.17
00668,國泰美國道瓊,7652550,57.85
00668K,國泰美國道瓊+U,3688,18.44
00669R,國泰美國道瓊反1,2912832,5.42
00670L,富邦NASDAQ正2,143975151,215.7
00671R,富邦NASDAQ反1,24115100,2.39
00673R,期元大S&P原油反1,179810100,12.53
00674R,期元大S&P黃金反1,2956430,27.37
00675L,富邦臺灣加權正2,968417242,316.95
00676R,富邦臺灣加權反1,72217908,5.79
00678,群益那斯達克生技,13944428,35.65
00680L,元大美債20正2,137989894,6.81
00681R,元大美債20反1,129889,21.15
00682U,期元大美元指數,61210,20.39
00683L,期元大美元指正2,178920,21.17
00684R,期元大美元指反1,249800,15.23
00685L,群益臺灣加權正2,1286036780,286.0
00686R,群益臺灣加權反1,8562518,1.05
00688L,國泰20年美債正2,44248700,6.8
00689R,國泰20年美債反1,9155627,22.06
00690,兆豐藍籌30,76500018,81.0
00692,富邦公司治理,165984143,89.05
00693U,期街口S&P黃豆,17102643,21.92
00700,富邦恒生國企,5932054,16.82
00701,國泰股利精選30,50572220,33.89
00702,國泰標普低波高息,2985445,24.07
00703,台新MSCI中國,234037,19.42
00706L,期元大S&P日圓正2,26615878,19.2
00707R,期元大S&P日圓反1,0,
00708L,期元大S&P黃金正2,233861177,88.9
00709,富邦歐洲,2663665,38.79
00710B,復華彭博非投等債,2970985,18.86
00711B,復華彭博新興債,1697813,15.92
00712,復華富時不動產,181754330,8.77
00713,元大台灣高息低波,1121105440,56.05
00714,群益道瓊美國地產,1866098,21.61
00715L,期街口布蘭特正2,408163560,54.7
00717,富邦美國特別股,5779373,14.96
00728,第一金工業30,22057853,63.45
00730,富邦臺灣優質高息,13703134,27.97
00731,復華富時高息低波,62331451,77.0
00733,富邦臺灣中小,64498521,77.35
00735,國泰臺韓科技,697373957,111.65
00736,國泰新興市場,6857890,30.96
00737,國泰AI機器人,6091769,38.89
00738U,期元大道瓊白銀,262077360,61.9
00739,元大MSCI A股,2085448,28.96
00752,中信中國50,94098477,22.84
00753L,中信中國50正2,138474106,9.8
00757,統一FANG+,338114033,131.6
00762,元大全球AI,17774047,114.25
00763U,期街口道瓊銅,51317991,34.41
00770,國泰北美科技,19446253,67.0
00771,元大US高息特別股,653089,15.83
00775B,台新投等債15+,2711150,31.9
00783,富邦中証500,10424532,30.18
00830,國泰費城半導體,875848034,90.6
00850,元大臺灣ESG永續,84410346,88.9
00851,台新全球AI,4029088,69.0
00852L,國泰美國道瓊正2,17758857,32.5
00861,元大全球未來通訊,16113161,90.2
00865B,國泰US短期公債,165459493,47.78
00875,國泰網路資安,6106894,46.64
00876,元大全球5G,57522787,93.05
00878,國泰永續高股息,3378359461,30.55
00881,國泰台灣科技龍頭,754428996,54.75
00882,中信中國高股息,165592386,15.6
00885,富邦越南,74263025,18.86
00891,中信關鍵半導體,2217016203,36.26
00892,富邦台灣半導體,224232651,45.23
00893,國泰智能電動車,82899517,47.5
00894,中信小資高價30,149217647,50.55
00895,富邦未來車,31547190,51.65
00896,中信綠能及電動車,92385048,28.56
00897,富邦基因免疫生技,11718388,9.77
00898,國泰基因免疫革命,5774160,8.11
00899,FT潔淨能源,2408751,29.36
00900,富邦特選高股息30,252706161,18.49
00901,永豐智能車供應鏈,118706331,46.87
00902,中信電池及儲能,44916562,16.69
00903,富邦元宇宙,11722133,22.29
00904,台新臺灣半導體30,124055523,42.35
00905,FT臺灣Smart,66664812,27.13
00907,永豐優息存股,42239483,15.04
00908,富邦入息REITs+,1814439,14.45
00909,國泰數位支付服務,114524824,49.38
00910,第一金太空衛星,753692960,87.15
00911,兆豐洲際半導體,82103951,61.3
00912,中信臺灣智慧50,30111550,32.23
00913,兆豐台灣晶圓製造,236045091,51.45
00915,凱基優選高股息30,385216698,29.0
00916,國泰全球品牌50,6652678,27.96
00917,中信特選金融,12427266,21.76
00918,大華優利高填息30,944214413,28.56
00919,群益台灣精選高息,4742409199,28.85
00920,富邦ESG綠色電力,12464347,27.68
00921,兆豐龍頭等權重,22797022,22.47
00922,國泰台灣領袖50,454515272,39.27
00923,群益台ESG低碳50,440176395,41.86
00924,復華S&P500成長,122563171,32.34
00926,凱基全球菁英55,74263115,25.21
00927,群益半導體收益,1261366687,40.86
00929,復華台灣科技優息,1879071308,30.04
00930,永豐ESG低碳高息,122445623,24.06
00932,兆豐永續高息等權,56919062,16.69
00934,中信成長高股息,173311714,27.05
00935,野村臺灣新科技50,1925613983,62.1
00936,台新永續高息中小,114053822,20.16
00938,凱基優選30,32153032,21.74
00939,統一台灣高息動能,294460321,20.08
00940,元大台灣價值高息,500401084,11.87
00941,中信上游半導體,45927830,25.73
00943,兆豐電子高息等權,4278205,21.86
00944,野村趨勢動能高息,34728795,20.05
00945B,凱基美國非投等債,59626082,14.36
00946,群益科技高息成長,153040357,14.7
00947,台新臺灣IC設計,581784714,38.74
00949,復華日本龍頭,23430595,20.34
00951,台新日本半導體,74594334,17.16
00952,凱基台灣AI50,90662270,18.54
00953B,群益優選非投等債,219445113,9.56
00954,中信日本半導體,175229934,18.38
00956,中信日經高股息,6555952,12.33
00960,野村全球航運龍頭,11778048,17.33
00961,FT臺灣永續高息,67022432,12.06
00962,台新AI優息動能,6832273,14.47
00963,中信全球高股息,10224339,12.74
00964,中信亞太高股息,87082968,14.34
00965,元大航太防衛科技,78246630,25.8
00971,野村美國研發龍頭,12294254,16.77
00972,野村日本動能高息,1728456,19.22
009800,中信NASDAQ,37726015,13.13
009801,中信美國創新科技,11214123,12.39
009802,富邦旗艦50,474317081,20.49
009803,玉山市值動能50,28452747,21.92
009804,聯邦台精彩50,27153513,23.28
009805,台新美國電力基建,261512175,16.88
009808,華南永昌優選50,47652389,30.06
009809,富邦淨零ESG50,16300399,16.9
00980A,主動野村臺灣優選,408864357,24.58
009810,玉山全球藍籌100,6265136,20.71
009811,統一美國50,36857331,12.95
009812,野村日本東證,10944210,12.13
009813,貝萊德標普卓越50,31263449,11.3
009816,凱基台灣TOP50,3139205050,15.15
009817,國泰日本不動產,60021486,8.8
009818,華南永昌NASDAQxT,18559356,19.46
009819,中信數據及電力,171911847,10.28
00981A,主動統一台股增長,9683541102,31.96
00981T,平衡凱基雙核收息,62386970,11.97
009820,元大納斯達克精選,446743178,10.25
00982A,主動群益台灣強棒,1527454200,24.52
00982D,主動富邦動態入息,7788467,9.88
00982T,平衡兆豐台美動能,8286314,15.42
00983A,主動中信ARK創新,36542013,11.61
00983D,主動富邦複合收益,12159408,10.05
00984A,主動安聯台灣高息,169742777,16.07
00984D,主動聯博全球非投,165874538,10.07
00985A,主動野村台灣50,183957778,22.18
00985B,群益ESG投等債0-5,57160743,10.14
00986A,主動台新龍頭成長,8219098,15.01
00987A,主動台新優勢成長,195763099,18.11
00988A,主動統一全球創新,3453355092,22.07
00989A,主動摩根美國科技,29542222,17.85
00990A,主動元大AI新經濟,967492916,19.88
00991A,主動復華未來50,3220805133,19.74
00992A,主動群益科技創新,3171956085,18.75
00993A,主動安聯台灣,238177891,13.93
00994A,主動第一金台股優,285122401,18.89
00995A,主動中信台灣卓越,170689934,18.31
00996A,主動兆豐台灣豐收,290168063,15.54
00997A,主動群益美國增長,398748892,13.3
00999A,主動野村臺灣高息,762215312,10.75
01001T,土銀富邦R1,162400,11.6
01002T,土銀國泰R1,453980,14.24
01004T,土銀富邦R2,1115170,10.51
01007T,兆豐國泰R2,3187490,12.75
01009T,王道圓滿R1,434150,5.71
01010T,京城樂富R1,20000000,
020000,富邦特選蘋果N,0,
020011,統一微波高息20N,0,
020012,富邦行動通訊N,492300,25.66
02001L,富邦蘋果正二N,23926250,168.0
020020,元大台股領航N,4415890,28.68
020028,元大特選電動車N,445010,21.09
020029,元大ESG高股息N,1005890,17.9
020030,統一智慧電動車N,326490,19.18
020031,統一IC設計臺灣N,890780,11.0
020032,元大綠能N,200540,11.0
020034,元大IC設計N,295060,14.42
020036,元大金融配息N,23970,7.99
020037,元大金融高股息N,89150,8.98
020038,元大ESG配息N,1932790,13.86
020039,元大加權N,28290,14.17
1101,台泥,711980482,23.85
1101B,台泥乙特,1915882,45.35
1102,亞泥,575632656,33.0
1103,嘉泥,5433732,13.2
1104,環泥,21834313,27.2
1108,幸福,3882754,13.5
1109,信大,1864065,14.45
1110,東泥,3435464,14.1
1201,味全,7032132,12.1
1203,味王,735217,42.7
1210,大成,143814651,51.7
1213,大飲,101316,8.29
1215,卜蜂,880730857,129.5
1216,統一,1512094335,70.2
1217,愛之味,10828726,9.7
1218,泰山,8198555,18.45
1219,福壽,6686419,12.35
1220,台榮,950554,11.75
1225,福懋油,5998686,29.25
1227,佳格,48546147,28.1
1229,聯華,177083988,39.95
1231,聯華食,41826740,85.6
1232,大統益,23135768,148.0
1233,天仁,1455955,27.85
1234,黑松,9709074,34.25
1235,興泰,92173,39.1
1236,宏亞,502706,24.35
1256,鮮活果汁-KY,29319091,192.0
1301,台塑,991573591,45.45
1303,南亞,11709758389,95.5
1304,台聚,47141705,11.9
1305,華夏,42759673,12.1
1307,三芳,31080746,30.6
1308,亞聚,27259992,12.85
1309,台達化,58546134,14.8
1310,台苯,29800326,7.7
1312,國喬,79360155,9.98
1312A,國喬特,92600,20.6
1313,聯成,24179970,10.3
1314,中石化,124139094,6.9
1315,達新,8032016,62.0
1316,上曜,26397183,10.15
1319,東陽,217854875,78.7
1321,大洋,5002355,29.05
1323,永裕,1599178,20.2
1324,地球,2373014,10.2
1325,恆大,9763946,26.9
1326,台化,922916190,45.45
1337,再生-KY,2456829,4.7
1338,廣華-KY,3722480,15.7
1339,昭輝,2653540,40.8
1340,勝悅-KY,7732745,5.52
1341,富林-KY,260298,61.8
1342,八貫,36705372,91.8
1402,遠東新,3934472987,23.45
1409,新纖,1092006856,18.9
1410,南染,565232,26.25
1413,宏洲,143341,9.4
1414,東和,3606139,14.05
1416,廣豐,4002797,11.1
1417,嘉裕,2057779,8.06
1418,東華,2573002,18.8
1419,新紡,21649243,63.8
1423,利華,1793558,41.5
1432,大魯閣,8244425,16.05
1434,福懋,31716104,15.0
1436,華友聯,9745792,44.05
1437,勤益控,2418322,28.25
1438,三地開發,1595292,20.1
1439,雋揚,591804,25.4
1440,南紡,42196093,12.05
1441,大東,726568,9.23
1442,名軒,9128634,25.8
1443,立益物流,773675,25.1
1444,力麗,6768774,5.79
1445,大宇,1967595,11.8
1446,宏和,3203624,15.7
1447,力鵬,12354931,5.5
1449,佳和,11486036,12.1
1451,年興,4738846,16.4
1452,宏益,1229507,10.3
1453,大將,898442,11.3
1454,台富,530069,12.5
1455,集盛,6387776,8.12
1456,怡華,1212042,13.05
1457,宜進,1880168,13.95
1459,聯發,2230992,11.6
1460,宏遠,4075923,6.87
1463,強盛新,422971,17.7
1464,得力,6227918,10.1
1465,偉全,1073308,12.3
1466,聚隆,3396023,13.75
1467,南緯,3423522,6.94
1468,昶和,487460,12.05
1470,大統新創,152505,22.0
1471,首利,8164526,10.35
1472,三洋實業,842428,89.5
1473,台南,4962077,20.05
1474,弘裕,1857108,9.67
1475,業旺,2529950,25.0
1476,儒鴻,1039381438,331.0
1477,聚陽,881986620,215.5
1503,士電,4593006709,221.0
1504,東元,1812369942,70.8
1506,正道,4706830,10.1
1512,瑞利,668651,6.82
1513,中興電,5250500479,169.0
1514,亞力,1836287188,125.0
1515,力山,23609951,21.95
1516,川飛,759841,20.6
1517,利奇,4628650,9.95
1519,華城,5552894043,878.0
1521,大億,1077375,24.5
1522,堤維西,47455747,28.6
